neighborhood,price,bedrooms,longitude,subregion,latitude,sqft,blockfips,countyfips,countyname,price_sqft,price_sqft_cat
willow glen / cambrian,3250,3,-121.903288,South Bay,37.233711,1700,6.08551E+13,6085,Santa Clara,1.911764706,1
napa county,668,,-122.317286,North Bay,38.314013,375,6.0552E+13,6055,Napa,1.781333333,1
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
east palo alto,3000,2,-122.136683,Peninsula,37.456209,1045,6.08161E+13,6081,San Mateo,2.870813397,3
healdsburg / windsor,1200,1,-122.793101,North Bay,38.53921,1100,6.09715E+13,6097,Sonoma,1.090909091,0
cupertino,2400,1,-122.032205,South Bay,37.33687,829,6.08551E+13,6085,Santa Clara,2.895054282,3
gilroy,1625,2,-121.582204,South Bay,37.013359,846,6.08551E+13,6085,Santa Clara,1.920803783,1
san leandro,2000,2,-122.121675,East Bay,37.70013,1300,6.00143E+13,6001,Alameda,1.538461538,0
sonoma,1995,3,-122.462174,North Bay,38.28549,1584,6.09715E+13,6097,Sonoma,1.259469697,0
burlingame,3875,3,-122.402444,Peninsula,37.582973,1670,6.0816E+13,6081,San Mateo,2.320359281,2
ingleside / SFSU / CCSF,5200,3,-122.456145,SF,37.722762,1500,6.07503E+13,6075,San Francisco,3.466666667,4
excelsior / outer mission,3050,3,-122.4388,SF,37.6875,1250,6.0816E+13,6081,San Mateo,2.44,2
alameda,1950,2,-122.263314,East Bay,37.758922,950,6.00143E+13,6001,Alameda,2.052631579,1
fremont / union city / newark,2700,5,-121.99369,East Bay,37.534845,1510,6.00144E+13,6001,Alameda,1.78807947,1
north beach / telegraph hill,5800,1,-122.406339,SF,37.800795,1200,6.07501E+13,6075,San Francisco,4.833333333,4
san rafael,1862,1,-122.530625,North Bay,38.021252,706,6.04111E+13,6041,Marin,2.637393768,3
san jose north,2216,2,-121.893038,South Bay,37.385434,1015,6.0855E+13,6085,Santa Clara,2.183251232,2
danville / san ramon,3200,4,-121.972643,East Bay,37.762368,1880,6.01335E+13,6013,Contra Costa,1.70212766,1
santa clara,1946,1,-121.946862,South Bay,37.350081,700,6.08551E+13,6085,Santa Clara,2.78,3
mountain view,3299,2,-122.092931,South Bay,37.398794,1064,6.08551E+13,6085,Santa Clara,3.10056391,3
mill valley,1195,,-122.548587,North Bay,37.908225,375,6.04113E+13,6041,Marin,3.186666667,3
santa clara,2368,2,-121.9485,South Bay,37.392903,1216,6.0855E+13,6085,Santa Clara,1.947368421,1
daly city,1490,,-122.477347,Peninsula,37.665397,482,6.0816E+13,6081,San Mateo,3.091286307,3
financial district,5300,2,-122.392314,SF,37.791474,960,6.07506E+13,6075,San Francisco,5.520833333,4
san bruno,2143,1,-122.429,Peninsula,37.6247,522,6.0816E+13,6081,San Mateo,4.105363985,4
san mateo,2260,1,-122.325998,Peninsula,37.560763,722,6.08161E+13,6081,San Mateo,3.130193906,3
east palo alto,1288,,-122.136774,Peninsula,37.454438,421,6.08161E+13,6081,San Mateo,3.059382423,3
mountain view,1725,1,-122.092779,South Bay,37.400765,700,6.08551E+13,6085,Santa Clara,2.464285714,2
pittsburg / antioch,1950,4,-121.78937,East Bay,37.964704,2654,6.01336E+13,6013,Contra Costa,0.734740015,0
rohnert pk / cotati,1199,1,-122.708704,North Bay,38.341379,610,6.09715E+13,6097,Sonoma,1.96557377,1
rohnert pk / cotati,1200,2,-122.695769,North Bay,38.346709,850,6.09715E+13,6097,Sonoma,1.411764706,0
foster city,2395,1,-122.265678,Peninsula,37.569135,712,6.08161E+13,6081,San Mateo,3.363764045,4
vallejo / benicia,1900,4,-122.200866,East Bay,38.108881,1685,6.09525E+13,6095,Solano,1.127596439,0
russian hill,17250,6,-122.417591,SF,37.798425,3451,6.07501E+13,6075,San Francisco,4.998551145,4
mill valley,3700,3,-122.539176,North Bay,37.888876,2016,6.04113E+13,6041,Marin,1.83531746,1
fairfield / vacaville,1700,3,-121.940722,East Bay,38.341315,1500,6.09525E+13,6095,Solano,1.133333333,0
san jose south,1495,1,-121.838561,South Bay,37.275733,669,6.08551E+13,6085,Santa Clara,2.234678625,2
cupertino,2157,1,-122.03845,South Bay,37.336077,770,6.08551E+13,6085,Santa Clara,2.801298701,3
santa rosa,3700,4,-122.686797,North Bay,38.461111,4000,6.09715E+13,6097,Sonoma,0.925,0
foster city,2995,2,-122.279743,Peninsula,37.553032,1350,6.08161E+13,6081,San Mateo,2.218518519,2
redwood city,3200,2,-122.2091,Peninsula,37.4815,1250,6.08161E+13,6081,San Mateo,2.56,2
napa county,1850,3,-122.207778,North Bay,38.163685,1600,6.0552E+13,6055,Napa,1.15625,0
western addition,3699,2,-122.432681,SF,37.78317,932,6.07502E+13,6075,San Francisco,3.96888412,4
concord / pleasant hill / martinez,2325,2,-122.055745,East Bay,37.958766,1090,6.01332E+13,6013,Contra Costa,2.133027523,1
cupertino,2495,2,-122.041571,South Bay,37.342741,1300,6.08551E+13,6085,Santa Clara,1.919230769,1
san mateo,1971,1,-122.300388,Peninsula,37.535145,652,6.08161E+13,6081,San Mateo,3.023006135,3
belmont,2183,,-122.278272,Peninsula,37.517394,600,6.08161E+13,6081,San Mateo,3.638333333,4
san mateo,2197,1,-122.285185,Peninsula,37.544254,680,6.08161E+13,6081,San Mateo,3.230882353,4
pittsburg / antioch,1750,3,-121.804195,East Bay,37.962201,1631,6.01336E+13,6013,Contra Costa,1.072961373,0
castro / upper market,2950,1,-122.440334,SF,37.757405,900,6.07502E+13,6075,San Francisco,3.277777778,4
oakland lake merritt / grand,1375,1,-122.240479,East Bay,37.801627,800,6.00141E+13,6001,Alameda,1.71875,1
san mateo,2488,1,-122.342481,Peninsula,37.566436,713,6.08161E+13,6081,San Mateo,3.489481066,4
downtown / civic / van ness,5200,2,-122.398977,SF,37.786209,950,6.07506E+13,6075,San Francisco,5.473684211,4
pacific heights,6500,2,-122.429313,SF,37.792234,1400,6.07501E+13,6075,San Francisco,4.642857143,4
palo alto,3685,2,-122.127424,Peninsula,37.432099,980,6.08551E+13,6085,Santa Clara,3.760204082,4
campbell,1795,2,-121.958199,South Bay,37.269425,900,6.08551E+13,6085,Santa Clara,1.994444444,1
tiburon / belvedere,7950,4,-122.461209,North Bay,37.874735,2980,6.04112E+13,6041,Marin,2.667785235,3
menlo park,2500,2,-122.170775,Peninsula,37.454338,1000,6.08161E+13,6081,San Mateo,2.5,2
larkspur,3995,3,-122.508172,North Bay,37.949315,1282,6.04112E+13,6041,Marin,3.116224649,3
foster city,2755,2,-122.275922,Peninsula,37.534896,1026,6.08161E+13,6081,San Mateo,2.685185185,3
healdsburg / windsor,1400,2,-122.851305,North Bay,38.611586,1300,6.09715E+13,6097,Sonoma,1.076923077,0
walnut creek,1681,1,-122.075556,East Bay,37.891251,700,6.01334E+13,6013,Contra Costa,2.401428571,2
richmond / seacliff,1975,,-122.484791,SF,37.780535,585,6.07504E+13,6075,San Francisco,3.376068376,4
belmont,2150,1,-122.296565,Peninsula,37.509215,717,6.08161E+13,6081,San Mateo,2.9986053,3
atherton,8950,4,-122.202292,Peninsula,37.466456,3000,6.08161E+13,6081,San Mateo,2.983333333,3
fremont / union city / newark,2368,2,-121.978455,East Bay,37.559548,1203,6.00144E+13,6001,Alameda,1.968412303,1
novato,1695,1,-122.560391,North Bay,38.105119,961,6.0411E+13,6041,Marin,1.763787721,1
palo alto,1100,3,-122.123374,Peninsula,37.410439,2000,6.08551E+13,6085,Santa Clara,0.55,0
fremont / union city / newark,3000,4,-122.082574,East Bay,37.5828,2139,6.00144E+13,6001,Alameda,1.402524544,0
petaluma,1650,2,-122.648317,North Bay,38.248785,1018,6.09715E+13,6097,Sonoma,1.620825147,0
danville / san ramon,2290,2,-121.966017,East Bay,37.757501,1175,6.01335E+13,6013,Contra Costa,1.94893617,1
foster city,2625,2,-122.275944,Peninsula,37.534828,986,6.08161E+13,6081,San Mateo,2.662271805,3
foster city,2247,1,-122.275815,Peninsula,37.554699,780,6.08161E+13,6081,San Mateo,2.880769231,3
san jose north,2950,,-121.881179,South Bay,37.378832,1862,6.0855E+13,6085,Santa Clara,1.584317938,0
oakland downtown,2065,1,-122.270558,East Bay,37.792422,771,6.0014E+13,6001,Alameda,2.678339818,3
sunnyvale,2661,2,-121.994762,South Bay,37.349145,1035,6.08551E+13,6085,Santa Clara,2.571014493,2
dublin / pleasanton / livermore,2135,2,-121.88197,East Bay,37.689077,990,6.00145E+13,6001,Alameda,2.156565657,1
san jose north,2450,3,-121.879738,South Bay,37.37479,1400,6.0855E+13,6085,Santa Clara,1.75,1
santa clara,1995,2,-121.974569,South Bay,37.367641,712,6.08551E+13,6085,Santa Clara,2.801966292,3
SOMA / south beach,3054,1,-122.396669,SF,37.773167,535,6.07506E+13,6075,San Francisco,5.708411215,4
daly city,3250,2,-122.462405,Peninsula,37.70353,1183,6.0816E+13,6081,San Mateo,2.747252747,3
burlingame,3620,3,-122.402444,Peninsula,37.582973,1670,6.0816E+13,6081,San Mateo,2.167664671,1
redwood city,1800,1,-122.296,Peninsula,37.4245,600,6.08161E+13,6081,San Mateo,3,3
petaluma,1600,1,-122.737099,North Bay,38.306015,850,6.09715E+13,6097,Sonoma,1.882352941,1
fremont / union city / newark,1849,2,-122.038773,East Bay,37.530137,850,6.00144E+13,6001,Alameda,2.175294118,2
san jose south,2663,2,-121.871879,South Bay,37.243916,1016,6.08551E+13,6085,Santa Clara,2.621062992,3
atherton,35000,7,-122.220876,Peninsula,37.441838,11685,6.08161E+13,6081,San Mateo,2.995293111,3
sunnyvale,1918,1,-122.017052,South Bay,37.371814,670,6.08551E+13,6085,Santa Clara,2.862686567,3
burlingame,2035,1,-122.359378,Peninsula,37.58647,624,6.08161E+13,6081,San Mateo,3.261217949,4
sunnyvale,1540,1,-122.013295,South Bay,37.387381,483,6.08551E+13,6085,Santa Clara,3.188405797,3
novato,2350,3,-122.539489,North Bay,38.06662,1600,6.0411E+13,6041,Marin,1.46875,0
sausalito,1941,1,-122.514985,North Bay,37.875826,597,6.04113E+13,6041,Marin,3.251256281,4
sunnyvale,2756,2,-121.994848,South Bay,37.349145,1035,6.08551E+13,6085,Santa Clara,2.662801932,3
san jose west,1535,1,-121.913352,South Bay,37.309116,675,6.0855E+13,6085,Santa Clara,2.274074074,2
petaluma,1414,1,-122.6155,North Bay,38.2507,661,6.09715E+13,6097,Sonoma,2.139183056,1
palo alto,2895,2,-122.165759,Peninsula,37.447317,1100,6.08551E+13,6085,Santa Clara,2.631818182,3
inner sunset / UCSF,4395,3,-122.474887,SF,37.746827,2154,6.07503E+13,6075,San Francisco,2.040389972,1
pacifica,2318,2,-122.485858,Peninsula,37.633649,1015,6.0816E+13,6081,San Mateo,2.283743842,2
daly city,1789,1,-122.477347,Peninsula,37.665397,652,6.0816E+13,6081,San Mateo,2.743865031,3
pacifica,1869,1,-122.478739,Peninsula,37.658761,756,6.0816E+13,6081,San Mateo,2.472222222,2
bernal heights,5000,2,-122.410565,SF,37.746323,1100,6.07503E+13,6075,San Francisco,4.545454545,4
sunnyvale,1825,1,-122.022671,South Bay,37.374341,720,6.08551E+13,6085,Santa Clara,2.534722222,2
concord / pleasant hill / martinez,2566,2,-122.033558,East Bay,37.973026,1126,6.01333E+13,6013,Contra Costa,2.278863233,2
castro / upper market,3200,1,-122.424061,SF,37.771429,681,6.07502E+13,6075,San Francisco,4.6989721,4
danville / san ramon,2237,2,-121.983673,East Bay,37.77832,1057,6.01335E+13,6013,Contra Costa,2.116367077,1
redwood city,3990,2,-122.224231,Peninsula,37.464252,1225,6.08161E+13,6081,San Mateo,3.257142857,4
santa rosa,1690,2,-122.706632,North Bay,38.417144,920,6.09715E+13,6097,Sonoma,1.836956522,1
napa county,2600,4,-122.2553,North Bay,38.1668,2700,6.0552E+13,6055,Napa,0.962962963,0
SOMA / south beach,3124,,-122.38997,SF,37.774141,607,6.07506E+13,6075,San Francisco,5.146622735,4
fairfield / vacaville,1490,4,-122.024934,East Bay,38.271909,1468,6.09525E+13,6095,Solano,1.014986376,0
san bruno,2096,2,-122.462848,Peninsula,37.636965,850,6.08161E+13,6081,San Mateo,2.465882353,2
SOMA / south beach,4022,2,-122.396669,SF,37.773167,1105,6.07506E+13,6075,San Francisco,3.639819005,4
campbell,2095,1,-121.94996,South Bay,37.28717,900,6.08551E+13,6085,Santa Clara,2.327777778,2
SOMA / south beach,3695,1,-122.401518,SF,37.774385,1000,6.07502E+13,6075,San Francisco,3.695,4
santa clara,2150,2,-121.994861,South Bay,37.34565,1012,6.08551E+13,6085,Santa Clara,2.124505929,1
sunset / parkside,1939,1,-122.493398,SF,37.714652,604,6.07506E+13,6075,San Francisco,3.210264901,3
napa county,1405,2,-122.284379,North Bay,38.316699,895,6.0552E+13,6055,Napa,1.569832402,0
foster city,3095,2,-122.256834,Peninsula,37.552768,1094,6.08161E+13,6081,San Mateo,2.829067642,3
inner richmond,3500,2,-122.458802,SF,37.780393,1500,6.07505E+13,6075,San Francisco,2.333333333,2
san jose north,3300,4,-121.836298,South Bay,37.395852,3600,6.0855E+13,6085,Santa Clara,0.916666667,0
potrero hill,4995,2,-122.398864,SF,37.756509,1430,6.07506E+13,6075,San Francisco,3.493006993,4
mountain view,1695,1,-122.112931,Peninsula,37.406939,589,6.08551E+13,6085,Santa Clara,2.877758913,3
concord / pleasant hill / martinez,1500,2,-122.071497,East Bay,37.975991,801,6.01332E+13,6013,Contra Costa,1.872659176,1
dublin / pleasanton / livermore,2800,3,-121.912751,East Bay,37.705587,1791,6.00145E+13,6001,Alameda,1.563372418,0
fremont / union city / newark,2459,3,-121.977371,East Bay,37.542636,1100,6.00144E+13,6001,Alameda,2.235454545,2
hayward / castro valley,1125,1,-122.068126,East Bay,37.636121,500,6.00144E+13,6001,Alameda,2.25,2
SOMA / south beach,3000,1,-122.398977,SF,37.786209,700,6.07506E+13,6075,San Francisco,4.285714286,4
vallejo / benicia,725,,-122.254939,East Bay,38.101241,580,6.09525E+13,6095,Solano,1.25,0
mountain view,2099,,-122.092931,South Bay,37.398794,612,6.08551E+13,6085,Santa Clara,3.429738562,4
foster city,2663,2,-122.256374,Peninsula,37.554512,960,6.08161E+13,6081,San Mateo,2.773958333,3
larkspur,2570,1,-122.506747,North Bay,37.948557,708,6.04112E+13,6041,Marin,3.629943503,4
napa county,1295,2,-122.306637,North Bay,38.299372,900,6.0552E+13,6055,Napa,1.438888889,0
half moon bay,4400,3,-122.430786,Peninsula,37.436341,3000,6.08161E+13,6081,San Mateo,1.466666667,0
san jose south,3175,4,-121.829741,South Bay,37.268108,2159,6.08551E+13,6085,Santa Clara,1.470588235,0
santa rosa,2900,3,-122.640574,North Bay,38.465888,2450,6.09715E+13,6097,Sonoma,1.183673469,0
willow glen / cambrian,2386,2,-121.910863,South Bay,37.31654,1173,6.0855E+13,6085,Santa Clara,2.034100597,1
san jose south,1890,1,-121.8306,South Bay,37.2458,711,6.08551E+13,6085,Santa Clara,2.658227848,3
redwood city,3850,2,-122.224231,Peninsula,37.464252,1225,6.08161E+13,6081,San Mateo,3.142857143,3
mountain view,1595,,-122.112136,Peninsula,37.408943,530,6.08551E+13,6085,Santa Clara,3.009433962,3
vallejo / benicia,1290,2,-122.257303,East Bay,38.11989,900,6.09525E+13,6095,Solano,1.433333333,0
sebastopol,2300,4,-122.831878,North Bay,38.39455,2500,6.09715E+13,6097,Sonoma,0.92,0
pacific heights,4800,1,-122.429447,SF,37.792217,1100,6.07501E+13,6075,San Francisco,4.363636364,4
brentwood / oakley,1795,3,-121.600692,East Bay,37.900594,2123,6.0133E+13,6013,Contra Costa,0.845501649,0
san jose south,2600,3,-121.833282,South Bay,37.246089,1208,6.08551E+13,6085,Santa Clara,2.152317881,1
san bruno,1250,1,-122.414217,Peninsula,37.615659,800,6.0816E+13,6081,San Mateo,1.5625,0
napa county,1750,2,-122.304312,North Bay,38.311037,1200,6.0552E+13,6055,Napa,1.458333333,0
burlingame,2105,1,-122.359378,Peninsula,37.58647,674,6.08161E+13,6081,San Mateo,3.123145401,3
san mateo,3500,4,-122.30548,Peninsula,37.564535,1470,6.08161E+13,6081,San Mateo,2.380952381,2
los gatos,2600,2,-121.9554,South Bay,37.2417,1035,6.08551E+13,6085,Santa Clara,2.512077295,2
redwood city,3200,2,-122.2091,Peninsula,37.4815,1250,6.08161E+13,6081,San Mateo,2.56,2
lower pac hts,2395,1,-122.426768,SF,37.787403,575,6.07502E+13,6075,San Francisco,4.165217391,4
fairfield / vacaville,1248,1,-121.974239,East Bay,38.346283,708,6.09525E+13,6095,Solano,1.762711864,1
larkspur,3195,2,-122.506747,North Bay,37.948557,950,6.04112E+13,6041,Marin,3.363157895,4
san carlos,1850,1,-122.284162,Peninsula,37.50639,780,6.08161E+13,6081,San Mateo,2.371794872,2
SOMA / south beach,2466,,-122.417182,SF,37.776287,476,6.07502E+13,6075,San Francisco,5.180672269,4
santa clara,3095,2,-121.995841,South Bay,37.369384,1100,6.08551E+13,6085,Santa Clara,2.813636364,3
san bruno,3200,3,-122.431081,Peninsula,37.608544,1900,6.0816E+13,6081,San Mateo,1.684210526,1
pittsburg / antioch,1650,3,-121.819694,East Bay,37.991794,1413,6.01331E+13,6013,Contra Costa,1.167728238,0
san jose downtown,1295,,-121.891465,South Bay,37.341451,600,6.0855E+13,6085,Santa Clara,2.158333333,1
palo alto,1495,,-122.124496,Peninsula,37.413494,360,6.08551E+13,6085,Santa Clara,4.152777778,4
concord / pleasant hill / martinez,1495,2,-121.96043,East Bay,37.947649,973,6.01336E+13,6013,Contra Costa,1.536485098,0
nob hill,3685,2,-122.416257,SF,37.788251,929,6.07501E+13,6075,San Francisco,3.966630786,4
redwood city,2586,2,-122.214745,Peninsula,37.469431,840,6.08161E+13,6081,San Mateo,3.078571429,3
berkeley north / hills,3600,2,-122.263509,East Bay,37.878223,1650,6.00142E+13,6001,Alameda,2.181818182,2
san anselmo,3950,3,-122.5711,North Bay,37.9846,1500,6.04112E+13,6041,Marin,2.633333333,3
sausalito,3200,1,-122.480865,North Bay,37.854661,800,6.04113E+13,6041,Marin,4,4
san jose downtown,1450,1,-121.896416,South Bay,37.343966,525,6.0855E+13,6085,Santa Clara,2.761904762,3
san jose north,2950,3,-121.890768,South Bay,37.38321,1620,6.0855E+13,6085,Santa Clara,1.820987654,1
pittsburg / antioch,1800,4,-121.761185,East Bay,37.965207,2004,6.01336E+13,6013,Contra Costa,0.898203593,0
petaluma,2500,3,-122.632042,North Bay,38.261099,1456,6.09715E+13,6097,Sonoma,1.717032967,1
redwood shores,2975,2,-122.253738,Peninsula,37.52466,1048,6.08161E+13,6081,San Mateo,2.838740458,3
san mateo,3985,3,-122.325998,Peninsula,37.560763,1490,6.08161E+13,6081,San Mateo,2.674496644,3
santa clara,2250,2,-121.973855,South Bay,37.35041,1062,6.08551E+13,6085,Santa Clara,2.118644068,1
milpitas,2550,3,-121.877425,South Bay,37.44105,1300,6.0855E+13,6085,Santa Clara,1.961538462,1
lafayette / orinda / moraga,2350,2,-122.119818,East Bay,37.889605,1050,6.01335E+13,6013,Contra Costa,2.238095238,2
santa rosa,1475,2,-122.759728,North Bay,38.468072,888,6.09715E+13,6097,Sonoma,1.661036036,1
SOMA / south beach,1950,,-122.407314,SF,37.779015,500,6.07502E+13,6075,San Francisco,3.9,4
san jose south,3400,5,-121.830563,South Bay,37.229344,2384,6.08551E+13,6085,Santa Clara,1.426174497,0
san jose east,1350,1,-121.851288,South Bay,37.355641,560,6.0855E+13,6085,Santa Clara,2.410714286,2
san jose east,2500,3,-121.854056,South Bay,37.345276,1338,6.0855E+13,6085,Santa Clara,1.868460389,1
menlo park,4500,3,-122.197871,Peninsula,37.432297,1500,6.08161E+13,6081,San Mateo,3,3
russian hill,2700,1,-122.4091,SF,37.8002,720,6.07501E+13,6075,San Francisco,3.75,4
fairfield / vacaville,1550,3,-122.032506,East Bay,38.283435,1296,6.09525E+13,6095,Solano,1.195987654,0
los altos,2800,2,-122.108059,Peninsula,37.377404,1092,6.08551E+13,6085,Santa Clara,2.564102564,2
hayward / castro valley,2100,2,-122.067,East Bay,37.6374,1333,6.00144E+13,6001,Alameda,1.575393848,0
santa clara,1850,1,-121.99457,South Bay,37.33062,776,6.08551E+13,6085,Santa Clara,2.384020619,2
san jose south,1867,1,-121.871879,South Bay,37.243916,659,6.08551E+13,6085,Santa Clara,2.833080425,3
san mateo,2950,2,-122.328997,Peninsula,37.56072,900,6.08161E+13,6081,San Mateo,3.277777778,4
hayes valley,4200,2,-122.424061,SF,37.771429,1038,6.07502E+13,6075,San Francisco,4.046242775,4
san leandro,995,1,-122.158674,East Bay,37.729653,700,6.00143E+13,6001,Alameda,1.421428571,0
lafayette / orinda / moraga,4450,4,-122.182377,East Bay,37.893524,3300,6.01335E+13,6013,Contra Costa,1.348484848,0
east palo alto,1877,2,-122.136774,Peninsula,37.454438,813,6.08161E+13,6081,San Mateo,2.308733087,2
san jose downtown,2630,1,-121.897709,South Bay,37.326489,950,6.0855E+13,6085,Santa Clara,2.768421053,3
mountain view,3475,3,-122.116467,Peninsula,37.409825,1622,6.08551E+13,6085,Santa Clara,2.142416769,1
campbell,2495,3,-121.925152,South Bay,37.302528,1400,6.0855E+13,6085,Santa Clara,1.782142857,1
petaluma,2650,3,-122.6155,North Bay,38.2507,2351,6.09715E+13,6097,Sonoma,1.127179923,0
san jose north,3273,2,-121.953463,South Bay,37.414836,1428,6.08551E+13,6085,Santa Clara,2.292016807,2
healdsburg / windsor,1350,2,-122.804101,North Bay,38.54521,960,6.09715E+13,6097,Sonoma,1.40625,0
sausalito,2175,1,-122.514985,North Bay,37.875826,612,6.04113E+13,6041,Marin,3.553921569,4
willow glen / cambrian,3150,3,-121.875727,South Bay,37.279459,1700,6.0855E+13,6085,Santa Clara,1.852941176,1
fremont / union city / newark,1750,2,-121.9999,East Bay,37.5605,900,6.00144E+13,6001,Alameda,1.944444444,1
2125 92nd Avenue & Bancroft,1150,3,-122.166132,East Bay,37.751926,901,6.00141E+13,6001,Alameda,1.2763596,0
mountain view,3100,3,-122.063191,Peninsula,37.397352,1287,6.08551E+13,6085,Santa Clara,2.408702409,2
concord / pleasant hill / martinez,1560,2,-122.03107,East Bay,37.97798,1625,6.01333E+13,6013,Contra Costa,0.96,0
napa county,2000,3,-122.313666,North Bay,38.332736,1375,6.0552E+13,6055,Napa,1.454545455,0
napa county,2400,3,-122.300412,North Bay,38.287865,2400,6.0552E+13,6055,Napa,1,0
albany / el cerrito,1200,1,-122.296844,East Bay,37.883982,518,6.00142E+13,6001,Alameda,2.316602317,2
san bruno,2364,1,-122.422242,Peninsula,37.633164,719,6.0816E+13,6081,San Mateo,3.287899861,4
santa clara,2225,2,-121.99717,South Bay,37.359141,870,6.08551E+13,6085,Santa Clara,2.557471264,2
